218	Россия	Россия	PROPN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#285.164#285.398
219	значит	значит	ADV	_	Degree=Pos	_	_	_	@mp1984m-words#@mp1984m#285.398#285.632
220	лучше	хорошо	ADJ	_	Degree=Cmp	_	_	_	@mp1984m-words#@mp1984m#285.632#285.866
221	Украины	Украина	PROPN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#285.866#286.1
222	/	/	PUNCT	_	_	_	_	_	@mp1984m-words#@mp1984m#286.1#286.334
223	правильно	правильно	ADV	_	Degree=Pos	_	_	_	@mp1984m-words#@mp1984m#286.334#286.57
224	правильно	правильно	ADV	_	Degree=Pos	_	_	_	@mp1984m-words#@mp1984m#286.63#287.04
225	нынешняя	нынешний	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#287.86#288.36
226	Россия	Россия	PROPN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#288.36#288.86
227	в	в	ADP	_	_	_	_	_	@mp1984m-words#@mp1984m#301.83#302.235
228	этой	этот	DET	_	Case=Loc|Gender=Fem|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#302.235#302.64
229	ебучей	ебучий	ADJ	_	Case=Loc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#302.64#303.045
230	ебучей	ебучий	ADJ	_	Case=Loc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#303.045#303.45
231	/	/	PUNCT	_	_	_	_	_	@mp1984m-words#@mp1984m#303.45#303.855
232	восточноевропейской	восточноевропейский	ADJ	_	Case=Loc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#303.855#304.26
233	Африке	Африка	PROPN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#304.26#304.665
234	/	/	PUNCT	_	_	_	_	_	@mp1984m-words#@mp1984m#304.665#305.07
235	народ	народ	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#305.07#305.475
236	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#305.475#305.88
237	/	/	PUNCT	_	_	_	_	_	@mp1984m-words#@mp1984m#305.88#306.285
238	выйти	выйти	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#306.285#306.69
239	на	на	ADP	_	_	_	_	_	@mp1984m-words#@mp1984m#306.69#307.095
240	площадь	площадь	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#307.095#307.5
241	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#308.49#309.49
242	не	не	PART	_	_	_	_	_	@mp1984m-words#@mp1984m#309.83#310.213
243	пизди	пиздеть	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#310.213#310.596
244	Егор	Егор	PROPN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#310.596#310.98
245	лучше	хороший	ADV	_	Degree=Cmp	_	_	_	@mp1984m-words#@mp1984m#328.75#329.42
246	потому	потому	ADV	_	Degree=Pos	_	_	_	@mp1984m-words#@mp1984m#331.11#331.477
247	что	что	SCONJ	_	_	_	_	_	@mp1984m-words#@mp1984m#331.477#331.844
248	с	с	ADP	_	_	_	_	_	@mp1984m-words#@mp1984m#331.844#332.211
249	этим	этот	DET	_	Case=Ins|Gender=Neut|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#332.211#332.578
250	государством	государство	NOUN	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#332.578#332.945
251	проще	простой	ADJ	_	Degree=Cmp	_	_	_	@mp1984m-words#@mp1984m#332.945#333.312
252	справиться	справиться	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Mid	_	_	_	@mp1984m-words#@mp1984m#333.312#333.68
253	потому	потому	ADV	_	Degree=Pos	_	_	_	@mp1984m-words#@mp1984m#333.68#333.94
254	что	что	SCONJ	_	_	_	_	_	@mp1984m-words#@mp1984m#333.94#334.2
255	оно...	оно...	PROPN	_	Animacy=Anim|Case=Dat|Gender=Fem|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#334.2#334.46
256	оно	оно	PRON	_	Case=Nom|Gender=Neut|Number=Sing|Person=3	_	_	_	@mp1984m-words#@mp1984m#334.46#334.72
257	слабее	слабый	ADJ	_	Degree=Cmp	_	_	_	@mp1984m-words#@mp1984m#334.72#334.98
258	#одновременно#	#одновременно#	PUNCT	_	_	_	_	_	@mp1984m-words#@mp1984m#336.57#336.862
259	там	там	ADV	_	Degree=Pos	_	_	_	@mp1984m-words#@mp1984m#336.862#337.154
260	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#337.154#337.446
261	Росгвардии	Росгвардия	PROPN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#337.446#337.738
262	Росгвардии	Росгвардия	PROPN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#337.738#338.03
263	/	/	PUNCT	_	_	_	_	_	@mp1984m-words#@mp1984m#338.03#338.322
264	там	там	ADV	_	Degree=Pos	_	_	_	@mp1984m-words#@mp1984m#338.322#338.614
265	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#338.614#338.906
266	эшников	эшник	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@mp1984m-words#@mp1984m#338.906#339.198
267	/	/	PUNCT	_	_	_	_	_	@mp1984m-words#@mp1984m#339.198#339.49
268	там	там	ADV	_	Degree=Pos	_	_	_	@mp1984m-words#@mp1984m#339.49#339.782
269	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#339.782#340.074
270	толпы	толпа	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#340.074#340.366
271	мусоров	мусор	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@mp1984m-words#@mp1984m#340.366#340.658
272	которые	который	PRON	_	Case=Nom|Number=Plur	_	_	_	@mp1984m-words#@mp1984m#340.658#340.95
273	готовы	готовый	PROPN	_	Degree=Pos|Number=Plur|Variant=Short	_	_	_	@mp1984m-words#@mp1984m#340.95#341.242
274	готовы	готовый	ADJ	_	Degree=Pos|Number=Plur|Variant=Short	_	_	_	@mp1984m-words#@mp1984m#341.242#341.534
275	пиздить	пиздить	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#341.534#341.826
276	их	они	PRON	_	Case=Acc|Number=Plur|Person=3	_	_	_	@mp1984m-words#@mp1984m#341.826#342.118
277	и	и	PART	_	_	_	_	_	@mp1984m-words#@mp1984m#342.118#342.41
278	убивать	убивать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#342.41#342.702
279	/	/	PUNCT	_	_	_	_	_	@mp1984m-words#@mp1984m#342.702#342.994
280	за	за	ADP	_	_	_	_	_	@mp1984m-words#@mp1984m#342.994#343.286
281	за	за	ADP	_	_	_	_	_	@mp1984m-words#@mp1984m#343.286#343.578
282	вот	вот	PART	_	_	_	_	_	@mp1984m-words#@mp1984m#343.578#343.87
283	эти	этот	DET	_	Case=Acc|Number=Plur	_	_	_	@mp1984m-words#@mp1984m#343.87#344.162
284	нефтяные	нефтяной	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur	_	_	_	@mp1984m-words#@mp1984m#344.162#344.454
285	бабки	бабки	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@mp1984m-words#@mp1984m#344.454#344.746
286	а	а	CCONJ	_	_	_	_	_	@mp1984m-words#@mp1984m#344.746#345.038
287	здесь	здесь	ADV	_	Degree=Pos	_	_	_	@mp1984m-words#@mp1984m#345.038#345.33
288	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@mp1984m-words#@mp1984m#345.33#345.622
289	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#345.622#345.94
290	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@mp1984m-words#@mp1984m#347.83#348.085
291	будут	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#348.085#348.34
292	пиздить	пиздить	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#348.34#348.595
293	тебя	ты	PRON	_	Case=Acc|Number=Sing|Person=2	_	_	_	@mp1984m-words#@mp1984m#348.595#348.85
294	/	/	PUNCT	_	_	_	_	_	@mp1984m-words#@mp1984m#348.85#349.105
295	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@mp1984m-words#@mp1984m#349.105#349.36
296	будут	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#349.36#349.615
297	сажать	сажать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#349.615#349.87
298	сажать	сажать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#349.87#350.125
299	сажать	сажать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#350.125#350.38
300	тебя	ты	PRON	_	Case=Acc|Number=Sing|Person=2	_	_	_	@mp1984m-words#@mp1984m#350.38#350.64
301	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@ep1984m-words#@ep1984m#1.54#1.985
302	можешь	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ep1984m-words#@ep1984m#1.985#2.43
303	открыть	открыть	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@ep1984m-words#@ep1984m#2.43#2.875
304	/	/	PUNCT	_	_	_	_	_	@ep1984m-words#@ep1984m#2.875#3.32
305	соцсеть	соцсеть	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@ep1984m-words#@ep1984m#3.32#3.765
306	и	и	CCONJ	_	_	_	_	_	@ep1984m-words#@ep1984m#3.765#4.21
307	прочитать	прочесть	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@ep1984m-words#@ep1984m#4.21#4.655
308	архивные	архивные	ADJ	_	Case=Acc|Degree=Pos|Number=Plur	_	_	_	@ep1984m-words#@ep1984m#4.655#5.1
309	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@ep1984m-words#@ep1984m#5.1#5.545
310	живем	жить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ep1984m-words#@ep1984m#5.545#5.99
311	в	в	ADP	_	_	_	_	_	@ep1984m-words#@ep1984m#5.99#6.435
312	[нрзб]	[нрзб]	PUNCT	_	_	_	_	_	@ep1984m-words#@ep1984m#6.435#6.88
313	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@ep1984m-words#@ep1984m#6.9#7.221
314	живем	жить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ep1984m-words#@ep1984m#7.221#7.542
315	в	в	ADP	_	_	_	_	_	@ep1984m-words#@ep1984m#7.542#7.863
316	[нрзб]	[нрзб]	PUNCT	_	_	_	_	_	@ep1984m-words#@ep1984m#7.863#8.184
317	информационную	информационный	ADJ	_	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@ep1984m-words#@ep1984m#8.184#8.505
318	эпоху	эпоха	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@ep1984m-words#@ep1984m#8.505#8.83
319	слушай	слушать	VERB	_	Aspect=Perf|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@ep1984m-words#@ep1984m#12.72#13.066
320	нормально	нормально	ADV	_	Degree=Pos	_	_	_	@ep1984m-words#@ep1984m#13.066#13.412
321	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@ep1984m-words#@ep1984m#13.412#13.758
322	Навального	Навальный	PROPN	_	Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@ep1984m-words#@ep1984m#13.758#14.104
323	опустил	опустить	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ep1984m-words#@ep1984m#14.104#14.45
324	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@ep1984m-words#@ep1984m#17.34#18.335
325	попрошу	попросить	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@ep1984m-words#@ep1984m#18.335#19.33
326	оставить	оставить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@ep1984m-words#@ep1984m#19.33#20.325
327	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@ep1984m-words#@ep1984m#20.325#21.32
328	в	в	ADP	_	_	_	_	_	@ep1984m-words#@ep1984m#21.32#22.315
329	финальном	финальный	ADJ	_	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@ep1984m-words#@ep1984m#22.315#23.31
330	кате	кат	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@ep1984m-words#@ep1984m#23.31#24.305
331	#смеется#	#смеется#	PUNCT	_	_	_	_	_	@ep1984m-words#@ep1984m#24.305#25.3
332	чувак	чувак	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@ep1984m-words#@ep1984m#25.3#26.443
333	молодец	молодец	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@ep1984m-words#@ep1984m#26.443#27.586
334	#смеется#	#смеется#	PUNCT	_	_	_	_	_	@ep1984m-words#@ep1984m#27.586#28.73
335	нет	нет	PART	_	_	_	_	_	@ep1984m-words#@ep1984m#30.09#30.305
336	почему	почему	ADV	_	Degree=Pos	_	_	_	@ep1984m-words#@ep1984m#30.305#30.52
337	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@ep1984m-words#@ep1984m#30.52#30.735
338	не	не	PART	_	_	_	_	_	@ep1984m-words#@ep1984m#30.735#30.95
339	пытаюсь	пытаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@ep1984m-words#@ep1984m#30.95#31.165
340	куда-то	куда-то	ADV	_	Degree=Pos	_	_	_	@ep1984m-words#@ep1984m#31.165#31.38
341	съехать	съехать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@ep1984m-words#@ep1984m#31.38#31.6
342	ну	ну	PART	_	_	_	_	_	@ep1984m-words#@ep1984m#34.78#35.09
343	почему	почему	ADV	_	Degree=Pos	_	_	_	@ep1984m-words#@ep1984m#35.09#35.4
344	/	/	PUNCT	_	_	_	_	_	@ep1984m-words#@ep1984m#35.4#35.71
345	зачем	зачем	ADV	_	Degree=Pos	_	_	_	@ep1984m-words#@ep1984m#35.71#36.02
346	[нрзб]	[нрзб]	PUNCT	_	_	_	_	_	@ep1984m-words#@ep1984m#36.02#36.33
347	для	для	ADP	_	_	_	_	_	@ep1984m-words#@ep1984m#36.7#37.155
348	начала	начало	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@ep1984m-words#@ep1984m#37.155#37.61
349	для	для	ADP	_	_	_	_	_	@ep1984m-words#@ep1984m#37.61#38.065
350	начала	начало	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@ep1984m-words#@ep1984m#38.065#38.52
351	активных	активный	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@ep1984m-words#@ep1984m#38.52#38.975
352	перемен	перемена	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@ep1984m-words#@ep1984m#38.975#39.43
353	достаточно	достаточно	ADV	_	Degree=Pos	_	_	_	@ep1984m-words#@ep1984m#39.43#39.885
354	десяти	десять	NUM	_	Case=Gen	_	_	_	@ep1984m-words#@ep1984m#39.885#40.34
355	процентов	процент	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@ep1984m-words#@ep1984m#40.34#40.795
356	населения	население	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@ep1984m-words#@ep1984m#40.795#41.25
357	#одновременно#	#одновременно#	PUNCT	_	_	_	_	_	@ep1984m-words#@ep1984m#43.97#44.39
358	активного	активный	ADJ	_	Case=Gen|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@ep1984m-words#@ep1984m#44.39#44.81
359	активного	активный	ADJ	_	Case=Gen|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@ep1984m-words#@ep1984m#44.81#45.23
360	сопротивления	сопротивление	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@ep1984m-words#@ep1984m#45.23#45.65
361	военные	военный	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@ep1984m-words#@ep1984m#46.56#46.948
362	действия	действие	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur	_	_	_	@ep1984m-words#@ep1984m#46.948#47.336
363	начались	начаться	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@ep1984m-words#@ep1984m#47.336#47.724
364	не	не	PART	_	_	_	_	_	@ep1984m-words#@ep1984m#47.724#48.112
365	сразу	сразу	ADV	_	Degree=Pos	_	_	_	@ep1984m-words#@ep1984m#48.112#48.5
366	перед	перед	ADP	_	Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@ep1984m-words#@ep1984m#48.5#48.908
367	перед	перед	ADP	_	_	_	_	_	@ep1984m-words#@ep1984m#48.908#49.316
368	тем	то	PRON	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@ep1984m-words#@ep1984m#49.316#49.724
369	как	как	SCONJ	_	_	_	_	_	@ep1984m-words#@ep1984m#49.724#50.132
370	начинаются	начинаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@ep1984m-words#@ep1984m#50.132#50.54
371	военные	военный	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@ep1984m-words#@ep1984m#50.54#50.948
372	действия	действие	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur	_	_	_	@ep1984m-words#@ep1984m#50.948#51.356
373	гражданская	гражданский	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@ep1984m-words#@ep1984m#51.356#51.764
374	война	война	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@ep1984m-words#@ep1984m#51.764#52.172
375	/	/	PUNCT	_	_	_	_	_	@ep1984m-words#@ep1984m#52.172#52.58
376	всегда	всегда	ADV	_	Degree=Pos	_	_	_	@ep1984m-words#@ep1984m#52.58#52.988
377	сначала	сначала	ADV	_	Degree=Pos	_	_	_	@ep1984m-words#@ep1984m#52.988#53.396
378	происходит	происходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ep1984m-words#@ep1984m#53.396#53.804
379	процесс	процесс	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@ep1984m-words#@ep1984m#53.804#54.212
380	делегитимизации	делегитимизация	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@ep1984m-words#@ep1984m#54.212#54.62
381	власти	власть	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@ep1984m-words#@ep1984m#54.62#55.03
382	#одновременно#	#одновременно#	PUNCT	_	_	_	_	_	@ep1984m-words#@ep1984m#57.71#57.968
383	нет	нет	PART	_	_	_	_	_	@ep1984m-words#@ep1984m#57.968#58.226
384	нет	нет	PART	_	_	_	_	_	@ep1984m-words#@ep1984m#58.226#58.484
385	прости	простить	VERB	_	Aspect=Perf|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@ep1984m-words#@ep1984m#58.484#58.742
386	дайте	дать	VERB	_	Aspect=Perf|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@ep1984m-words#@ep1984m#58.742#59.0
387	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@ep1984m-words#@ep1984m#59.0#59.26
388	не	не	PART	_	_	_	_	_	@ep1984m-words#@ep1984m#60.77#60.924
389	не	не	PART	_	_	_	_	_	@ep1984m-words#@ep1984m#60.924#61.078
390	не	не	PART	_	_	_	_	_	@ep1984m-words#@ep1984m#61.078#61.232
391	не	не	PART	_	_	_	_	_	@ep1984m-words#@ep1984m#61.232#61.386
392	не	не	PART	_	_	_	_	_	@ep1984m-words#@ep1984m#61.386#61.54
393	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@ep1984m-words#@ep1984m#61.92#62.155
394	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@ep1984m-words#@ep1984m#62.155#62.39
395	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@ep1984m-words#@ep1984m#62.39#62.625
396	/	/	PUNCT	_	_	_	_	_	@ep1984m-words#@ep1984m#62.625#62.86
397	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@ep1984m-words#@ep1984m#62.86#63.095
398	не	не	PART	_	_	_	_	_	@ep1984m-words#@ep1984m#63.095#63.33
399	понимаете	понимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ep1984m-words#@ep1984m#63.33#63.565
400	саму	сам	ADJ	_	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@ep1984m-words#@ep1984m#63.565#63.8
401	механику	механика	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@ep1984m-words#@ep1984m#63.8#64.035
402	государственного	государственный	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@ep1984m-words#@ep1984m#64.035#64.27
403	переворота	переворот	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@ep1984m-words#@ep1984m#64.27#64.505
404	и	и	CCONJ	_	_	_	_	_	@ep1984m-words#@ep1984m#64.505#64.74
405	то	то	SCONJ	_	_	_	_	_	@ep1984m-words#@ep1984m#64.74#64.975
406	что	что	PRON	_	Case=Nom	_	_	_	@ep1984m-words#@ep1984m#64.975#65.21
407	следует	следовать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ep1984m-words#@ep1984m#65.21#65.445
408	за	за	ADP	_	_	_	_	_	@ep1984m-words#@ep1984m#65.445#65.68
409	ним	он	PRON	_	Case=Ins|Gender=Masc|Number=Sing|Person=3	_	_	_	@ep1984m-words#@ep1984m#65.68#65.92
410	важной	важный	ADJ	_	Case=Ins|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@ep1984m-words#@ep1984m#66.59#66.956
411	частью	часть	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@ep1984m-words#@ep1984m#66.956#67.322
412	государственного	государственный	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@ep1984m-words#@ep1984m#67.322#67.688
413	переворота	переворот	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@ep1984m-words#@ep1984m#67.688#68.054
414	является	являться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@ep1984m-words#@ep1984m#68.054#68.42
415	/	/	PUNCT	_	_	_	_	_	@ep1984m-words#@ep1984m#68.42#68.786
416	делегитимизация	делегитимизация	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@ep1984m-words#@ep1984m#68.786#69.152
417	предыдущей	предыдущий	ADJ	_	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@ep1984m-words#@ep1984m#69.152#69.518
418	власти	власть	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@ep1984m-words#@ep1984m#69.518#69.884
419	/	/	PUNCT	_	_	_	_	_	@ep1984m-words#@ep1984m#69.884#70.25
420	то	то	SCONJ	_	_	_	_	_	@ep1984m-words#@ep1984m#70.25#70.616
421	бишь	бишь	PART	_	_	_	_	_	@ep1984m-words#@ep1984m#70.616#70.982
422	Януковича	Янукович	PROPN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@ep1984m-words#@ep1984m#70.982#71.348
423	/	/	PUNCT	_	_	_	_	_	@ep1984m-words#@ep1984m#71.348#71.714
424	что	что	SCONJ	_	_	_	_	_	@ep1984m-words#@ep1984m#71.714#72.08
425	/	/	PUNCT	_	_	_	_	_	@ep1984m-words#@ep1984m#72.08#72.446
426	уважаемые	уважать	VERB	_	Aspect=Imp|Case=Nom|Number=Plur|Tense=Pres|VerbForm=Part|Voice=Pass	_	_	_	@ep1984m-words#@ep1984m#72.446#72.812
427	майдановцы	майдановец	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@ep1984m-words#@ep1984m#72.812#73.178
428	прекрасно	прекрасно	ADV	_	Degree=Pos	_	_	_	@ep1984m-words#@ep1984m#73.178#73.544
